1,-1,-1,12.0
1,5,7,4.0
1,6,2,6.0
1,6,0,1.0
1,6,2,1.0
1,6,4,4.0
1,6,2,2.0
1,6,5,4.0
1,6,4,1.0
1,6,2,1.0
1,6,0,4.0
1,6,2,4.0
1,6,4,4.0
1,6,5,3.0
1,6,4,0.5
1,6,5,0.5
1,6,4,1.0
1,6,2,1.0
1,6,2,4.0
1,6,1,2.0
1,6,2,6.0
1,5,10,4.0
1,5,7,2.0
1,5,7,6.0
1,5,9,1.0
1,5,10,1.0
1,6,0,4.0
1,5,10,4.0
1,5,9,2.0
1,5,9,4.0
1,5,5,2.0
1,5,7,3.0
1,5,5,1.0
1,5,4,2.0
1,5,2,2.0
1,-1,-1,2.0
1,6,2,2.0
1,6,2,1.0
1,6,0,1.0
1,5,9,2.0
1,5,7,2.0
1,5,10,4.0
1,5,9,1.0
1,5,7,1.0
1,5,5,8.0
1,5,10,4.0
1,5,9,2.0
1,5,10,3.0
1,6,0,1.0
1,5,9,2.0
1,5,7,2.0
1,6,2,2.0
1,6,3,4.0
1,6,2,3.0
1,5,10,1.0
1,6,0,1.0
1,6,2,1.0
1,5,10,2.0
1,5,10,1.0
1,5,7,1.0
1,5,9,3.0
1,5,10,1.0
1,5,7,3.0
1,5,4,1.0
1,5,6,2.0
1,5,7,12.0
1,5,10,6.0
1,5,9,1.0
1,5,7,1.0
1,5,10,4.0
1,5,9,4.0
1,5,9,2.0
1,5,10,2.0
1,6,0,2.0
1,6,2,2.0
1,5,9,2.0
1,6,2,4.0
1,6,1,2.0
1,6,2,8.0
1,-1,-1,4.0
1,-1,-1,4.0
1,-1,-1,8.0
1,-1,-1,8.0
1,-1,-1,8.0
1,-1,-1,8.0
1,6,2,8.0
1,6,2,8.0
1,6,3,8.0
1,6,2,6.0
1,6,4,2.0
1,6,5,6.0
1,6,4,1.0
1,6,2,1.0
1,6,0,2.0
1,5,9,2.0
1,6,2,4.0
1,6,0,2.0
1,5,10,4.0
1,5,9,1.0
1,5,7,1.0
1,5,10,4.0
1,5,9,4.0
1,5,9,8.0
1,5,9,8.0
1,6,0,4.0
1,6,0,2.0
1,5,10,1.0
1,5,9,1.0
1,5,7,2.0
1,5,9,2.0
1,5,10,4.0
1,5,10,2.0
1,5,9,1.0
1,5,7,1.0
1,5,5,2.0
1,5,7,4.0
1,5,6,2.0
1,5,7,12.0
1,-1,-1,12.0
1,-1,-1,12.0
1,-1,-1,12.0
1,-1,-1,12.0
1,-1,-1,12.0
1,-1,-1,2.0
1,5,7,2.0
1,5,10,3.0
1,6,0,1.0
1,6,2,4.0
1,6,2,3.0
1,6,0,0.5
1,5,10,0.5
1,5,9,2.0
1,5,10,2.0
1,6,0,4.0
1,6,0,2.0
1,5,10,1.0
1,5,9,1.0
1,5,7,2.0
1,5,9,4.0
1,5,7,2.0
1,5,9,8.0
1,-1,-1,2.0
1,5,9,2.0
1,5,9,2.0
1,5,5,2.0
1,5,9,2.0
1,5,7,4.0
1,5,4,2.0
1,5,7,2.0
1,5,5,2.0
1,5,2,2.0
1,5,7,3.0
1,5,5,1.0
1,5,7,1.0
1,5,9,1.0
1,5,10,3.0
1,5,9,1.0
1,5,5,2.0
1,5,7,4.0
1,5,6,2.0
1,5,7,12.0
2,4,7,4.0
2,5,2,6.0
2,5,0,1.0
2,5,2,1.0
2,5,4,4.0
2,5,2,2.0
2,5,5,4.0
2,5,4,1.0
2,5,2,1.0
2,5,0,2.0
2,5,7,3.0
2,5,5,1.0
2,5,2,2.0
2,5,5,2.0
2,5,7,2.0
2,5,4,2.0
2,5,5,4.0
2,5,4,1.0
2,5,2,1.0
2,5,0,2.0
2,5,7,2.0
2,5,5,2.0
2,5,9,3.0
2,5,7,1.0
2,5,5,2.0
2,5,4,4.0
2,5,2,4.0
2,4,7,3.0
2,4,9,1.0
2,4,10,4.0
2,5,0,3.0
2,5,2,1.0
2,5,4,1.0
2,5,5,1.0
2,5,7,4.0
2,5,6,2.0
2,5,7,4.0
2,-1,-1,2.0
2,5,0,2.0
2,5,2,2.0
2,4,9,2.0
2,5,0,4.0
2,-1,-1,2.0
2,5,2,2.0
2,4,10,2.0
2,4,7,2.0
2,5,2,4.0
2,-1,-1,2.0
2,4,5,2.0
2,4,7,3.0
2,4,9,1.0
2,4,10,2.0
2,4,9,4.0
2,4,5,2.0
2,4,7,1.0
2,4,9,1.0
2,4,10,1.0
2,4,7,1.0
2,4,9,2.0
2,4,7,2.0
2,-1,-1,2.0
2,5,0,2.0
2,4,10,2.0
2,4,7,2.0
2,4,7,1.0
2,4,9,1.0
2,5,0,2.0
2,4,10,2.0
2,4,7,2.0
2,-1,-1,2.0
2,5,2,2.0
2,5,3,2.0
2,5,0,2.0
2,5,3,2.0
2,5,2,6.0
2,5,2,2.0
2,4,10,2.0
2,5,3,4.0
2,5,2,4.0
2,-1,-1,8.0
2,-1,-1,8.0
2,5,5,6.0
2,5,4,1.0
2,5,2,1.0
2,5,5,2.0
2,5,7,2.0
2,5,4,4.0
2,5,2,3.0
2,5,4,1.0
2,5,5,2.0
2,5,7,2.0
2,5,7,2.0
2,5,2,2.0
2,5,5,3.0
2,5,4,1.0
2,5,0,4.0
2,4,5,3.0
2,4,7,1.0
2,4,9,2.0
2,4,10,2.0
2,4,7,3.0
2,4,9,1.0
2,4,10,2.0
2,4,9,3.0
2,4,7,1.0
2,4,10,2.0
2,4,9,2.0
2,4,7,2.0
2,4,9,4.0
2,-1,-1,4.0
2,4,7,4.0
2,4,10,8.0
2,5,0,8.0
2,5,2,8.0
2,5,2,4.0
2,5,5,4.0
2,5,5,4.0
2,5,2,4.0
2,5,3,3.0
2,5,2,1.0
2,4,10,2.0
2,5,0,2.0
2,5,2,3.0
2,5,0,1.0
2,5,2,2.0
2,4,9,2.0
2,5,2,8.0
2,-1,-1,12.0
2,-1,-1,12.0
2,-1,-1,12.0
2,-1,-1,2.0
2,5,2,2.0
2,5,4,2.0
2,5,5,2.0
2,5,7,4.0
2,5,7,2.0
2,5,5,1.0
2,5,4,1.0
2,5,2,2.0
2,5,4,2.0
2,5,5,4.0
2,5,5,2.0
2,5,4,1.0
2,5,2,1.0
2,5,0,2.0
2,5,2,4.0
2,5,1,2.0
2,5,2,2.0
2,5,5,4.0
2,5,4,1.0
2,5,2,1.0
2,5,0,4.0
2,-1,-1,12.0
2,-1,-1,12.0
2,-1,-1,4.0
2,-1,-1,2.0
2,4,7,2.0
2,4,10,3.0
2,5,0,1.0
2,5,2,6.0
2,5,0,1.0
2,4,10,1.0
2,4,9,2.0
2,4,10,2.0
2,5,0,6.0
2,4,9,2.0
2,4,10,4.0
2,4,9,4.0
2,5,2,4.0
2,5,0,4.0
2,5,5,4.0
2,5,4,4.0
2,5,0,4.0
2,5,2,6.0
2,5,0,2.0
2,5,2,4.0
2,-1,-1,2.0
2,5,2,4.0
2,5,0,2.0
2,5,2,4.0
2,5,2,12.0
3,-1,-1,12.0
3,-1,-1,12.0
3,-1,-1,12.0
3,-1,-1,12.0
3,-1,-1,12.0
3,4,7,4.0
3,5,2,6.0
3,5,0,1.0
3,5,2,1.0
3,5,4,8.0
3,5,0,4.0
3,5,2,4.0
3,5,5,8.0
3,5,4,3.0
3,5,2,1.0
3,5,4,2.0
3,5,5,2.0
3,5,7,4.0
3,5,5,3.0
3,5,2,1.0
3,5,4,2.0
3,5,2,4.0
3,5,1,2.0
3,5,2,4.0
3,-1,-1,4.0
3,5,2,4.0
3,5,2,4.0
3,4,7,2.0
3,4,9,2.0
3,4,10,4.0
3,5,0,3.0
3,4,10,1.0
3,4,7,2.0
3,4,10,2.0
3,4,9,2.0
3,4,7,2.0
3,5,0,3.0
3,4,10,1.0
3,4,7,2.0
3,4,10,2.0
3,4,9,4.0
3,4,7,12.0
3,-1,-1,8.0
3,-1,-1,8.0
3,-1,-1,8.0
3,-1,-1,8.0
3,4,10,6.0
3,4,9,1.0
3,4,7,1.0
3,4,10,4.0
3,4,9,4.0
3,4,9,2.0
3,4,10,2.0
3,5,0,2.0
3,5,2,2.0
3,4,9,2.0
3,5,2,4.0
3,5,1,2.0
3,5,2,8.0
3,5,2,8.0
3,5,2,8.0
3,4,7,8.0
3,4,7,4.0
3,4,9,4.0
3,4,10,8.0
3,4,9,6.0
3,4,7,2.0
3,4,9,4.0
3,4,10,4.0
3,4,7,8.0
3,4,5,8.0
3,4,5,8.0
3,-1,-1,4.0
3,4,9,8.0
3,5,0,6.0
3,4,10,1.0
3,4,9,1.0
3,4,7,2.0
3,4,9,2.0
3,4,10,6.0
3,4,7,2.0
3,4,9,4.0
3,4,7,12.0
3,-1,-1,12.0
3,-1,-1,12.0
3,-1,-1,4.0
3,4,9,8.0
3,5,0,6.0
3,4,10,1.0
3,4,9,1.0
3,4,7,2.0
3,4,9,2.0
3,4,10,6.0
3,4,7,2.0
3,4,9,4.0
3,4,7,12.0
3,-1,-1,12.0
3,-1,-1,12.0
3,-1,-1,4.0
3,4,9,8.0
3,5,0,6.0
3,4,10,1.0
3,4,9,1.0
3,4,7,2.0
3,4,9,2.0
3,4,10,6.0
3,4,7,2.0
3,4,9,2.0
3,4,10,2.0
3,4,7,2.0
3,4,10,4.0
3,4,9,1.0
3,4,7,1.0
3,4,9,4.0
3,4,7,12.0
4,-1,-1,12.0
4,-1,-1,12.0
4,-1,-1,12.0
4,-1,-1,12.0
4,4,2,4.0
4,4,9,6.0
4,4,7,1.0
4,4,9,1.0
4,4,10,6.0
4,4,7,2.0
4,4,7,4.0
4,-1,-1,2.0
4,5,0,4.0
4,4,10,2.0
4,4,9,4.0
4,4,7,4.0
4,4,5,3.0
4,4,4,1.0
4,4,2,4.0
4,4,0,2.0
4,5,0,4.0
4,4,10,2.0
4,4,7,2.0
4,4,10,2.0
4,4,10,1.0
4,4,9,1.0
4,4,5,2.0
4,4,7,2.0
4,4,2,2.0
4,4,4,4.0
4,4,2,8.0
4,-1,-1,2.0
4,4,7,2.0
4,4,5,2.0
4,4,7,3.0
4,4,4,1.0
4,4,5,2.0
4,4,7,4.0
4,4,0,4.0
4,-1,-1,2.0
4,4,7,2.0
4,4,5,2.0
4,4,7,2.0
4,4,7,1.0
4,4,4,1.0
4,4,5,2.0
4,4,7,4.0
4,4,2,4.0
4,4,7,12.0
4,-1,-1,8.0
4,-1,-1,8.0
4,-1,-1,8.0
4,-1,-1,8.0
4,-1,-1,8.0
4,-1,-1,8.0
4,4,5,6.0
4,4,4,1.0
4,4,2,1.0
4,4,5,2.0
4,4,7,2.0
4,4,4,4.0
4,4,2,3.0
4,4,4,1.0
4,4,5,2.0
4,4,7,2.0
4,4,2,2.0
4,4,7,4.0
4,4,6,2.0
4,4,7,8.0
4,4,7,8.0
4,4,0,8.0
4,4,7,8.0
4,4,2,6.0
4,4,4,2.0
4,4,5,4.0
4,3,10,4.0
4,4,3,8.0
4,4,2,8.0
4,4,2,8.0
4,-1,-1,12.0
4,-1,-1,12.0
4,-1,-1,12.0
4,-1,-1,4.0
4,-1,-1,4.0
4,4,4,4.0
4,4,7,6.0
4,4,5,1.0
4,4,4,1.0
4,4,2,2.0
4,4,4,2.0
4,4,5,6.0
4,4,2,2.0
4,4,4,4.0
4,4,2,6.0
4,4,5,4.0
4,4,4,1.0
4,4,2,1.0
4,4,0,3.0
4,4,2,1.0
4,4,4,2.0
4,4,5,2.0
4,4,7,2.0
4,4,5,2.0
4,4,7,2.0
4,4,2,2.0
4,4,4,1.0
4,4,2,1.0
4,4,7,4.0
4,4,6,2.0
4,4,7,8.0
4,-1,-1,4.0
4,-1,-1,12.0
4,-1,-1,12.0
4,4,2,8.0
4,4,5,4.0
4,4,5,4.0
4,4,0,8.0
4,-1,-1,2.0
4,3,10,3.0
4,4,0,1.0
4,4,3,2.0
4,4,2,2.0
4,4,7,2.0
4,4,7,1.0
4,4,5,1.0
4,4,7,2.0
4,4,2,2.0
4,4,4,2.0
4,4,2,4.0
4,4,7,12.0
